implementation,batch_size,seq_len,d_model,dtype,causal,forward_mean_ms,forward_std_ms,backward_mean_ms,backward_std_ms,forward_peak_gib,backward_peak_gib,status,error
torch,2,128,64,float32,False,0.15883524974924512,0.07302426736193188,0.5241620001470437,0.09491683062223628,0.00848388671875,0.0167236328125,ok,
flash_pytorch,2,128,64,float32,False,3.1269952501133957,0.24566474376393946,8.82806149957105,1.3954061242212403,0.016268253326416016,0.016481399536132812,ok,
flash_triton,2,128,64,float32,False,0.0601335000283143,0.002764882666463185,0.4536808755801758,0.030795437998597942,0.016175270080566406,0.04791450500488281,ok,
torch,2,256,64,float32,False,0.1253572509085643,0.011610742862155887,0.42656337518565124,0.023751943299194524,0.0174560546875,0.0185546875,ok,
flash_pytorch,2,256,64,float32,False,13.754919000348309,0.8029709930466726,21.022080874899984,3.696615689941484,0.016574382781982422,0.017002105712890625,ok,
flash_triton,2,256,64,float32,False,0.0742513748264173,0.01034272073604494,0.45905212482466595,0.037497565905785235,0.016481399536132812,0.049686431884765625,ok,
torch,2,512,64,float32,False,0.18978475009134854,0.1049293698626314,0.445927625605691,0.01630100931651267,0.02099609375,0.025146484375,ok,
flash_pytorch,2,512,64,float32,False,59.875400625514885,9.468067793556525,137.42976662479123,41.326015826062644,0.017186641693115234,0.01804351806640625,ok,
flash_triton,2,512,64,float32,False,0.10032912405222305,0.0037088221545661304,0.5338086243682483,0.06218971390973203,0.017093658447265625,0.02295684814453125,ok,
torch,2,1024,64,float32,False,0.2647607502694882,0.0045274343563416275,0.8581583751947619,0.049536711059617655,0.033935546875,0.050048828125,ok,
flash_pytorch,2,1024,64,float32,False,232.4156954996397,28.601608636695524,416.5768611251224,112.38294883424027,0.01841115951538086,0.0201263427734375,ok,
flash_triton,2,1024,64,float32,False,0.2491292498234543,0.11886392994599698,0.871231374276249,0.1236708198207819,0.01831817626953125,0.0417633056640625,ok,
