implementation,batch_size,seq_len,d_model,dtype,causal,forward_mean_ms,forward_std_ms,backward_mean_ms,backward_std_ms,forward_peak_gib,backward_peak_gib,status,error
torch,4,128,32,float32,True,0.22770726694337404,0.018288693047414824,0.6594285342240861,0.17805120304986993,0.008758544921875,0.0172271728515625,ok,
torch_compile,4,128,32,float32,True,0.18551626684105335,0.02984873731537814,0.5110046666231938,0.10935746828980385,0.0478515625,0.0482177734375,ok,
flash_triton,4,128,32,float32,True,0.06026926712365821,0.008594644041969569,0.48612313306269544,0.05879734849064719,0.016176223754882812,0.048404693603515625,ok,
torch,4,128,64,float32,True,0.2815808002196718,0.05738276851775553,0.6663872001809068,0.11933763866183451,0.016998291015625,0.0175933837890625,ok,
torch_compile,4,128,64,float32,True,0.1643872676747075,0.024756563676352615,0.5894800002958315,0.08451067529518956,0.048095703125,0.048583984375,ok,
flash_triton,4,128,64,float32,True,0.07986539979659331,0.01576504606615293,0.6692960661894176,0.11628406167573378,0.016481399536132812,0.048709869384765625,ok,
torch,4,128,128,float32,True,0.2448670000982626,0.031220319920921766,0.8716153339870895,0.13494112009241366,0.017608642578125,0.0183258056640625,ok,
torch_compile,4,128,128,float32,True,0.19113160014967434,0.04110284943632835,0.6379319330638585,0.09351709152141094,0.017333984375,0.01806640625,ok,
flash_triton,4,128,128,float32,True,0.05491513390249262,0.0024884475933539298,0.7075147327365509,0.05985006518316991,0.017091751098632812,0.018068313598632812,ok,
torch,4,256,32,float32,True,0.18996286623102301,0.0182510451111428,0.7865187998201387,0.1757603334232226,0.0185546875,0.02056884765625,ok,
torch_compile,4,256,32,float32,True,0.19559639962002015,0.034865924544473084,0.6726347994117532,0.12447011056324232,0.0174560546875,0.05078125,ok,
flash_triton,4,256,32,float32,True,0.10635779981384985,0.053466475736892664,0.6869971335011845,0.1659820427509405,0.016483306884765625,0.05164337158203125,ok,
torch,4,256,64,float32,True,0.2582097331469413,0.10241845888628778,0.8152904665621463,0.23262390662179805,0.0191650390625,0.02130126953125,ok,
torch_compile,4,256,64,float32,True,0.22978006721435426,0.11970577065535178,0.6713657334330492,0.13600457916520725,0.01806640625,0.019287109375,ok,
flash_triton,4,256,64,float32,True,0.09944473349605687,0.08229659365240319,0.6809176663712909,0.17180210596364903,0.017093658447265625,0.02002716064453125,ok,
torch,4,256,128,float32,True,0.26304286657250486,0.05448810197930571,0.880468600128855,0.2664073368568805,0.0203857421875,0.02276611328125,ok,
torch_compile,4,256,128,float32,True,0.1642659330779376,0.02129400176789488,0.6497118001182874,0.12434563891738042,0.019287109375,0.020751953125,ok,
flash_triton,4,256,128,float32,True,0.13953559973742813,0.0683513745258891,0.6572083334807152,0.1494589319343654,0.018314361572265625,0.02124786376953125,ok,
torch,4,512,32,float32,True,0.2767641994675311,0.05444987181992417,0.7560394000999319,0.20972572964085212,0.025390625,0.033203125,ok,
torch_compile,4,512,32,float32,True,0.2325316670370133,0.04226560781253057,0.6737421334643537,0.11334235047713233,0.02099609375,0.025146484375,ok,
flash_triton,4,512,32,float32,True,0.11250713311407405,0.06895237085361902,0.7357019994136257,0.18590767557658844,0.01709747314453125,0.0288238525390625,ok,
torch,4,512,64,float32,True,0.28725806696456857,0.06156778277513514,0.8280028669105377,0.2327147971767562,0.026611328125,0.03466796875,ok,
torch_compile,4,512,64,float32,True,0.36263286698764813,0.07076607370230606,0.7560103331343271,0.19980887587999274,0.022216796875,0.026611328125,ok,
flash_triton,4,512,64,float32,True,0.13256613310659304,0.031427025583327224,0.7198738002140695,0.07866795024134741,0.01831817626953125,0.0300445556640625,ok,
torch,4,512,128,float32,True,0.3593370665233427,0.0699308585441916,0.7984182671255743,0.22353475697896893,0.029052734375,0.03759765625,ok,
torch_compile,4,512,128,float32,True,0.3682359327891997,0.06225510873155003,0.7818738667992875,0.0696056707158358,0.024658203125,0.029541015625,ok,
flash_triton,4,512,128,float32,True,0.15964953369499804,0.00792931366149776,0.7010262668093977,0.05246009796323151,0.02075958251953125,0.0324859619140625,ok,
torch,4,1024,32,float32,True,0.6208059989148751,0.057826935190744846,1.5561391994803369,0.033058124480359996,0.051513671875,0.082275390625,ok,
torch_compile,4,1024,32,float32,True,0.4605866667892163,0.06511508415109828,1.3245871329369645,0.23783226830993603,0.033935546875,0.050048828125,ok,
flash_triton,4,1024,32,float32,True,0.20396219964216775,0.05017381232581775,1.6293002666013006,0.24426817873050455,0.0183258056640625,0.065216064453125,ok,
torch,4,1024,64,float32,True,0.6261346667694548,0.12652770122918286,1.8597777998365927,0.26689959368860255,0.053955078125,0.085205078125,ok,
torch_compile,4,1024,64,float32,True,0.44923326568095945,0.008338431470302872,1.1416337331562925,0.018266140328441045,0.036376953125,0.052978515625,ok,
flash_triton,4,1024,64,float32,True,0.18951079958545355,0.007890975519615316,1.4597600670337367,0.027280453969202922,0.0207672119140625,0.067657470703125,ok,
torch,4,1024,128,float32,True,0.6422472661749149,0.12896130189885519,1.8241574667626992,0.1355647209309709,0.058837890625,0.091064453125,ok,
torch_compile,4,1024,128,float32,True,0.5577995994826779,0.02920303767627067,1.2675387333729304,0.014988662981753565,0.041259765625,0.058837890625,ok,
flash_triton,4,1024,128,float32,True,0.36625946643956314,0.032693078380167474,1.6639286661908652,0.067358848089508,0.0256500244140625,0.072540283203125,ok,
torch,4,2048,32,float32,True,3.2504369999514893,0.05805246665399567,8.73205473399139,0.28347068778200074,0.153564453125,0.275634765625,ok,
torch_compile,4,2048,32,float32,True,1.4791283994175803,0.14183374625210476,4.1779025334108155,0.23768579207376808,0.083251953125,0.146728515625,ok,
flash_triton,4,2048,32,float32,True,0.3676851997928073,0.006108319764721242,4.5937521996772075,0.284292413633088,0.020782470703125,0.20831298828125,ok,
torch,4,2048,64,float32,True,3.431015800257834,0.230211295128196,8.722626066446537,0.2473306127131522,0.158447265625,0.281494140625,ok,
torch_compile,4,2048,64,float32,True,1.5399071337014902,0.14684639635035493,4.533379533192298,0.5933307959442514,0.088134765625,0.152587890625,ok,
flash_triton,4,2048,64,float32,True,0.5905983329284936,0.2064961257156195,5.215711933366644,0.46184208037634533,0.025665283203125,0.21319580078125,ok,
torch,4,2048,128,float32,True,3.6063212666097875,0.31808433987805573,9.210157866618829,0.3532101466482894,0.168212890625,0.293212890625,ok,
torch_compile,4,2048,128,float32,True,2.0311445337332166,0.4174690726159056,5.363530266428522,0.4331950540341763,0.097900390625,0.164306640625,ok,
flash_triton,4,2048,128,float32,True,1.151119799760636,0.19306475381616822,5.89524953320506,0.28602605875619236,0.035430908203125,0.22296142578125,ok,
