implementation,batch_size,seq_len,d_model,dtype,causal,forward_mean_ms,forward_std_ms,backward_mean_ms,backward_std_ms,forward_peak_gib,backward_peak_gib,status,error,run_id,domain
torch,2,128,64,float32,False,0.3181063752890622,0.1349200784925168,0.5353291244318825,0.1125659768296982,0.01641845703125,0.0167236328125,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
flash_pytorch,2,128,64,float32,False,3.4612453755471506,0.1094306920400009,5.597131500053365,0.2585565121663537,0.016268253326416,0.0164813995361328,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
flash_triton,2,128,64,float32,False,0.0812696239336219,0.0187446694327633,0.4782213750331721,0.0415441995809265,0.0161752700805664,0.0479145050048828,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
torch,2,256,32,float32,False,0.1447168751838035,0.011202183956202,0.4764756249642232,0.0622905859191848,0.01715087890625,0.0181884765625,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
flash_pytorch,2,256,32,float32,False,12.856209249548556,0.2776053605893915,25.914484624081524,10.895119402043711,0.0162463188171386,0.0164680480957031,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
flash_triton,2,256,32,float32,False,0.0992588734334276,0.0137379038292376,0.5675643751601456,0.1382233852936466,0.0161762237548828,0.0493812561035156,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
torch,2,256,64,float32,False,0.1539684999443125,0.0115337593067923,0.4976453756171395,0.0477508602869388,0.0174560546875,0.0185546875,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
flash_pytorch,2,256,64,float32,False,14.711800125041918,5.16241670463354,22.811246750734423,4.092707213220781,0.0165743827819824,0.0170021057128906,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
flash_triton,2,256,64,float32,False,0.1000614988697634,0.0444029300749748,0.4995408748982299,0.0724760799820938,0.0164813995361328,0.0179481506347656,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
torch,2,512,32,float32,False,0.1658353749007801,0.0410841754083117,0.5109612498017668,0.1019782827981014,0.0203857421875,0.0244140625,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
flash_pytorch,2,512,32,float32,False,53.55881762579884,1.194696672360854,89.26811062519846,8.668917551799266,0.0165534019470214,0.0169906616210937,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
flash_triton,2,512,32,float32,False,0.0931862509787606,0.0041385479159703,0.6156944996291713,0.0706633514190723,0.0164833068847656,0.0223464965820312,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
torch,2,512,64,float32,False,0.1794021254681865,0.0286501452892928,0.6661262505076593,0.2119810290128926,0.02099609375,0.025146484375,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
flash_pytorch,2,512,64,float32,False,52.92838487594054,1.2257991555428105,89.05673725030283,9.80848626402195,0.0171866416931152,0.0180435180664062,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
flash_triton,2,512,64,float32,False,0.0875682499099639,0.0100651918382437,0.5466683751365053,0.015749589772591,0.0170936584472656,0.0229568481445312,ok,,flash-attention_flash-pytorch-small_impl-torch-flash_pytorch-flash_triton_b2_seq128-512_d32-64_float32_noncausal_cuda_3db10bb4_20260514-213506,attention
torch,2,128,32,float32,False,0.3278446674812585,0.1091225405822371,0.6754829992132727,0.1170890422003088,0.008331298828125,0.01654052734375,ok,,flash-attention_gpu-calibration_impl-torch-torch_compile-flash_pytorch-flash_triton_b2_seq128_d32_float32_noncausal_cuda_3db10bb4_20260514-213319,attention
torch_compile,2,128,32,float32,False,0.2194280010977915,0.0571329731859214,0.6955826647754293,0.1759300647552243,0.0474853515625,0.04766845703125,ok,,flash-attention_gpu-calibration_impl-torch-torch_compile-flash_pytorch-flash_triton_b2_seq128_d32_float32_noncausal_cuda_3db10bb4_20260514-213319,attention
flash_pytorch,2,128,32,float32,False,10.521466333254162,0.5026050488250005,13.173703001181517,1.95689141417903,0.0160927772521972,0.0162215232849121,ok,,flash-attention_gpu-calibration_impl-torch-torch_compile-flash_pytorch-flash_triton_b2_seq128_d32_float32_noncausal_cuda_3db10bb4_20260514-213319,attention
flash_triton,2,128,32,float32,False,0.1105283336073625,0.0578090812298704,0.6644850000157021,0.1947512081231358,0.0160226821899414,0.0477619171142578,ok,,flash-attention_gpu-calibration_impl-torch-torch_compile-flash_pytorch-flash_triton_b2_seq128_d32_float32_noncausal_cuda_3db10bb4_20260514-213319,attention
torch,1,2048,64,float32,False,0.3796025007432035,0.0174732448449531,1.1975679990428034,0.0307744130175675,0.0416259765625,0.081298828125,ok,,flash-attention_long-context-large_impl-torch-torch_compile-flash_triton_b1_seq2048-16384_d64_float32_noncausal_cuda_3db10bb4_20260514-215958,attention
torch_compile,1,2048,64,float32,False,0.3546554999047657,0.0106067832390446,0.847557374072494,0.0282321966190069,0.033935546875,0.050048828125,ok,,flash-attention_long-context-large_impl-torch-torch_compile-flash_triton_b1_seq2048-16384_d64_float32_noncausal_cuda_3db10bb4_20260514-215958,attention
flash_triton,1,2048,64,float32,False,0.2636163753777509,0.0143946211040206,0.9875529995042598,0.0234095355410891,0.0183181762695312,0.1120758056640625,ok,,flash-attention_long-context-large_impl-torch-torch_compile-flash_triton_b1_seq2048-16384_d64_float32_noncausal_cuda_3db10bb4_20260514-215958,attention
torch,1,4096,64,float32,False,2.0042546248078,0.0709767009436226,5.726620750010625,0.1149777385686627,0.145751953125,0.271728515625,ok,,flash-attention_long-context-large_impl-torch-torch_compile-flash_triton_b1_seq2048-16384_d64_float32_noncausal_cuda_3db10bb4_20260514-215958,attention
torch_compile,1,4096,64,float32,False,1.386886374348251,0.2191901500626503,3.425638250519114,0.1104241783936693,0.083251953125,0.146728515625,ok,,flash-attention_long-context-large_impl-torch-torch_compile-flash_triton_b1_seq2048-16384_d64_float32_noncausal_cuda_3db10bb4_20260514-215958,attention
flash_triton,1,4096,64,float32,False,0.4411327495290607,0.0018228794391016,3.321688875075779,0.1861636648158313,0.0207672119140625,0.239532470703125,ok,,flash-attention_long-context-large_impl-torch-torch_compile-flash_triton_b1_seq2048-16384_d64_float32_noncausal_cuda_3db10bb4_20260514-215958,attention
torch,1,8192,64,float32,False,7.467464375167765,0.2356881210948476,22.009998875546444,0.36324711736475,0.525634765625,1.027587890625,ok,,flash-attention_long-context-large_impl-torch-torch_compile-flash_triton_b1_seq2048-16384_d64_float32_noncausal_cuda_3db10bb4_20260514-215958,attention
torch_compile,1,8192,64,float32,False,5.034671624798648,0.1789230712875614,13.491624375092217,0.2829260378357513,0.275634765625,0.527587890625,ok,,flash-attention_long-context-large_impl-torch-torch_compile-flash_triton_b1_seq2048-16384_d64_float32_noncausal_cuda_3db10bb4_20260514-215958,attention
flash_triton,1,8192,64,float32,False,1.621636248728464,0.1690275104930719,12.79962524995426,0.362552107079956,0.025665283203125,0.77569580078125,ok,,flash-attention_long-context-large_impl-torch-torch_compile-flash_triton_b1_seq2048-16384_d64_float32_noncausal_cuda_3db10bb4_20260514-215958,attention
torch,1,16384,64,float32,False,29.256723749767843,0.2872846323575153,88.55496024943932,2.320908519583717,2.035400390625,4.039306640625,ok,,flash-attention_long-context-large_impl-torch-torch_compile-flash_triton_b1_seq2048-16384_d64_float32_noncausal_cuda_3db10bb4_20260514-215958,attention
torch_compile,1,16384,64,float32,False,20.01482274954469,0.2112190812470973,53.31674762555849,0.1875908615499217,1.035400390625,2.039306640625,ok,,flash-attention_long-context-large_impl-torch-torch_compile-flash_triton_b1_seq2048-16384_d64_float32_noncausal_cuda_3db10bb4_20260514-215958,attention
flash_triton,1,16384,64,float32,False,5.4771093746239785,0.2671316900642477,49.289237249922735,0.5924989779793474,0.03546142578125,3.0355224609375,ok,,flash-attention_long-context-large_impl-torch-torch_compile-flash_triton_b1_seq2048-16384_d64_float32_noncausal_cuda_3db10bb4_20260514-215958,attention
torch,4,128,32,float32,False,0.1057456662238109,0.0226117738379249,0.4656024662835989,0.036834295172785,0.00872802734375,0.0172119140625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,128,32,float32,False,0.1356022670127762,0.0188840395940013,0.5012401333563806,0.0458245563649336,0.0478515625,0.0482177734375,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,128,32,float32,False,0.1002202666616843,0.00949595671417,0.4547094669154224,0.0860685781101288,0.0161762237548828,0.0484046936035156,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,128,64,float32,False,0.1099675333534833,0.0168907350966335,0.4936251333371426,0.0554389066595402,0.0169677734375,0.017578125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,128,64,float32,False,0.1496278673585038,0.014468903445526,0.5680750000465196,0.1340081124232431,0.048095703125,0.048583984375,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,128,64,float32,False,0.0672821336290023,0.014060101290397,0.455425866675796,0.0660121365702856,0.0164813995361328,0.0487098693847656,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,128,128,float32,False,0.1295695331161065,0.027347993180463,0.4675785339107581,0.0483711547286472,0.017578125,0.018310546875,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,128,128,float32,False,0.1759545336729691,0.025753268246683,0.4892008667714738,0.0351626454238153,0.017333984375,0.01806640625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,128,128,float32,False,0.0544260001333896,0.0025738652553367,0.4736338659616497,0.1219549342636214,0.0170917510986328,0.0180683135986328,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,256,32,float32,False,0.1360717333833842,0.0175204489769382,0.482396533091863,0.0479687392653509,0.0184326171875,0.0205078125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,256,32,float32,False,0.3174974663124885,0.0314033792027547,0.5379888665629551,0.0965257558130422,0.0174560546875,0.0185546875,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,256,32,float32,False,0.0836664003145415,0.011068914471693,0.5460150668416949,0.1294323454773119,0.0164833068847656,0.0516433715820312,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,256,64,float32,False,0.1513841998530551,0.0268596065426234,0.4790682668196193,0.0289148696447057,0.01904296875,0.021240234375,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,256,64,float32,False,0.1942659332902015,0.0253702404748048,0.5575193337184222,0.078644348840739,0.01806640625,0.019287109375,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,256,64,float32,False,0.060470466754244,0.001286559644895,0.4799845997088899,0.0276682213759185,0.0170936584472656,0.0200271606445312,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,256,128,float32,False,0.1429855998139828,0.0246400166600556,0.448845333448844,0.0430562621160564,0.020263671875,0.022705078125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,256,128,float32,False,0.2141660668712575,0.0215780309684214,0.5421242671824681,0.0269257821286044,0.019287109375,0.020751953125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,256,128,float32,False,0.0928970667397758,0.0178277813942095,0.483651799246824,0.0614588142775013,0.0183143615722656,0.0212478637695312,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,512,32,float32,False,0.3047480672345652,0.0392533709396923,0.4988965333420007,0.0227462174697151,0.02490234375,0.032958984375,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,512,32,float32,False,0.2368068664509337,0.0260651022491283,0.5936865997985782,0.048844417981617,0.02099609375,0.025146484375,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,512,32,float32,False,0.0916426006976204,0.0186086737305047,0.5469247330135355,0.0221521183366909,0.0170974731445312,0.0288238525390625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,512,64,float32,False,0.1701892668885799,0.0176945636429185,0.5212634666046748,0.1224977453073249,0.026123046875,0.034423828125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,512,64,float32,False,0.2447159992395124,0.0412094336767662,0.5583235331869218,0.0294709985955316,0.022216796875,0.026611328125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,512,64,float32,False,0.1240597999033828,0.0386846178283676,0.5838006004826942,0.0765583441604115,0.0183181762695312,0.0300445556640625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,512,128,float32,False,0.1475215329264756,0.0191791165723289,0.4864010001862577,0.0409120022416466,0.028564453125,0.037353515625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,512,128,float32,False,0.2566171332243054,0.0166721663800048,0.620892000006279,0.0872487662013979,0.024658203125,0.029541015625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,512,128,float32,False,0.1536312001311065,0.0140046218245979,0.5905690001479039,0.0519001030787784,0.0207595825195312,0.0324859619140625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,1024,32,float32,False,0.4393392666922106,0.109435821850599,1.4776067999870672,0.2183941865259729,0.049560546875,0.081298828125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,1024,32,float32,False,0.454600000133117,0.0495748256273771,1.2024661996595871,0.1615600836616833,0.033935546875,0.050048828125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,1024,32,float32,False,0.1902970662437534,0.0119615185102473,1.4069172667708092,0.2455786130438878,0.0183258056640625,0.065216064453125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,1024,64,float32,False,0.4447714673005976,0.0258732933667563,1.5231763332849368,0.2150666150218575,0.052001953125,0.084228515625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,1024,64,float32,False,0.504168600552172,0.0757738008051623,1.2452216670984246,0.1453784834830235,0.036376953125,0.052978515625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,1024,64,float32,False,0.1863110002886969,0.0036322290817062,1.3736676669698984,0.1824861854498093,0.0207672119140625,0.067657470703125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,1024,128,float32,False,0.527501999749802,0.1088705736858072,1.5697685994382482,0.1000565625044695,0.056884765625,0.090087890625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,1024,128,float32,False,0.5126564666473618,0.0041319563915315,1.3356878005045776,0.1667785981747166,0.041259765625,0.058837890625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,1024,128,float32,False,0.3721636671495313,0.0097877744771692,1.5449047326304328,0.1096870316057055,0.0256500244140625,0.072540283203125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,2048,32,float32,False,2.086280533694662,0.1782051730195677,6.745025467049952,0.3730406293739766,0.145751953125,0.271728515625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,2048,32,float32,False,1.4996818662136018,0.1115175017048873,4.427576866388942,0.3816968368724954,0.083251953125,0.146728515625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,2048,32,float32,False,0.4479871997318696,0.1244294282536434,5.089448732906021,0.2772269538150885,0.020782470703125,0.20831298828125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,2048,64,float32,False,2.3067659332203525,0.2434952767404585,6.948676466951535,0.2404436678133434,0.150634765625,0.277587890625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,2048,64,float32,False,1.6901829340592185,0.2199501938568664,4.696412466485829,0.1036629685879464,0.088134765625,0.152587890625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,2048,64,float32,False,0.4986780004401225,0.0715446254656806,4.886674066801788,0.2038054969933161,0.025665283203125,0.21319580078125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,2048,128,float32,False,2.681027532768591,0.336935342219081,8.066856466272535,0.3224158298845284,0.160400390625,0.289306640625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch_compile,4,2048,128,float32,False,2.0080156667972915,0.3088511054391146,5.521774132648716,0.3644401688579619,0.097900390625,0.164306640625,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
flash_triton,4,2048,128,float32,False,1.255429666828907,0.1931679968573894,6.251851866545621,0.3265852608761987,0.035430908203125,0.22296142578125,ok,,flash-attention_primary-core_impl-torch-torch_compile-flash_triton_b4_seq128-2048_d32-128_float32_noncausal_cuda_3db10bb4_20260514-213359,attention
torch,4,512,64,float32,False,0.1838865493482444,0.0319873533887538,0.6284208997385576,0.1520947801692621,0.0181884765625,0.034423828125,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
torch_compile,4,512,64,float32,False,0.2704850498048472,0.0534705111673933,0.6858674501927453,0.1166547835971851,0.022216796875,0.026611328125,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
flash_triton,4,512,64,float32,False,0.1090478492187685,0.0153733480636081,0.7229371500216075,0.0282486642545468,0.0183181762695312,0.0652008056640625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
torch,4,512,128,float32,False,0.1620185999854584,0.0192007658608402,0.5045857000368414,0.1394441261135064,0.028564453125,0.037353515625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
torch_compile,4,512,128,float32,False,0.3052969001146266,0.044403571352552,0.6667968005785951,0.1010060098080994,0.024658203125,0.029541015625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
flash_triton,4,512,128,float32,False,0.1559213997097686,0.0156657450729389,0.7881802506744862,0.2040320457745523,0.0207595825195312,0.0676422119140625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
torch,4,1024,64,float32,False,0.5473456998515758,0.1295818359306743,1.7417346001820988,0.151554021143143,0.052001953125,0.084228515625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
torch_compile,4,1024,64,float32,False,0.4545223497188999,0.0256086424583938,1.1412997000661562,0.0184907680450292,0.036376953125,0.052978515625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
flash_triton,4,1024,64,float32,False,0.1835936003772076,0.0086428527583308,1.340887449987349,0.1283080243537096,0.0207672119140625,0.067657470703125,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
torch,4,1024,128,float32,False,0.5197781003516866,0.1142232525347166,1.5511315999901854,0.1163246892818153,0.056884765625,0.090087890625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
torch_compile,4,1024,128,float32,False,0.4997488997105392,0.0309016070400205,1.2506027502240613,0.005215305764975,0.041259765625,0.058837890625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
flash_triton,4,1024,128,float32,False,0.3494865495667909,0.0051707825652005,1.5252691502610105,0.1204497953650392,0.0256500244140625,0.072540283203125,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
torch,4,2048,64,float32,False,2.08183655031462,0.1140011619417119,6.227548449896858,0.2740031654730891,0.150634765625,0.277587890625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
torch_compile,4,2048,64,float32,False,1.5156915005718474,0.1289029676759332,4.290773950560833,0.214574864743252,0.088134765625,0.152587890625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
flash_triton,4,2048,64,float32,False,0.459128650072671,0.005239469970201,4.092778449739853,0.1646441339817734,0.025665283203125,0.21319580078125,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
torch,4,2048,128,float32,False,2.2695876999932807,0.143868958057695,6.543099349983095,0.0999027336770919,0.160400390625,0.289306640625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
torch_compile,4,2048,128,float32,False,1.737135200346529,0.1218568126808928,4.711956950268359,0.2947266244349277,0.097900390625,0.164306640625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
flash_triton,4,2048,128,float32,False,1.1294316000203253,0.1718398832105722,5.160861050535459,0.2542168935941511,0.035430908203125,0.22296142578125,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
torch,4,4096,64,float32,False,8.164182599648484,0.2431729789178985,25.11477250009193,1.8389210964754652,0.535400390625,1.039306640625,ok,,flash-attention_primary-large_impl-torch-torch_compile-flash_triton_b4_seq512-4096_d64-128_float32_noncausal_cuda_3db10bb4_20260514-215858,attention
