seq_len,flash_triton_forward_speedup_vs_torch,torch_compile_forward_speedup_vs_torch,causal
128,1.6344239907707274,0.7349401905863194,False
256,2.503440240808634,0.7792627214104074,False
512,1.3718325115881416,0.6954562326021418,False
1024,2.387252854696744,0.8821879561985376,False
2048,1.4399807303292502,1.070341502796761,False
4096,4.543427408070425,1.4451469578750986,False
8192,4.604894828308787,1.4832078299578102,False
16384,5.341635842679591,1.4617528276853409,False
